SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,1380 SW 34th Ave,Fort Lauderdale,FL,33312,534900,4,3.0,BREEZYWAY MANOR SECOND AD,1722,6369,1959,86,311,,Active,,,https://www.redfin.com/FL/Fort-Lauderdale/1380-SW-34th-Ave-33312/home/41816319,MARMLS,A11334087,N,Y,26.1032078,-80.1911103
MLS Listing,,Single Family Residential,2406 Marathon Ln,Fort Lauderdale,FL,33312,1390000,3,2.0,LAUDERDALE ISLES NO 2-BLK,1462,9702,1956,87,951,,Active,,,https://www.redfin.com/FL/Fort-Lauderdale/2406-Marathon-Ln-33312/home/41815830,MARMLS,A11333775,N,Y,26.0915025,-80.1943819
MLS Listing,,Vacant Land,4721 SW 26 Ave,Dania Beach,FL,33312,1750000,,,MASRI ESTATES,,6113,,87,,,Active,,,https://www.redfin.com/FL/Fort-Lauderdale/4721-SW-26th-Ave-33312/home/183973708,MARMLS,A11333519,N,Y,26.0641131,-80.1751346
MLS Listing,,Vacant Land,Griffin Rd,Dania Beach,FL,33312,1750000,,,MASRI ESTATES,,6114,,87,,,Active,,,https://www.redfin.com/FL/Dania-Beach/Griffin-Rd-33004/home/41814872,MARMLS,A11333442,N,Y,26.062264,-80.175656
MLS Listing,,Single Family Residential,1501 SW 5th Ct,Fort Lauderdale,FL,33312,1850000,5,6.0,GILL ISLES,1677,9719,1960,90,1103,,Active,,,https://www.redfin.com/FL/Fort-Lauderdale/1501-SW-5th-Ct-33312/home/41795652,MARMLS,A11328868,N,Y,26.1157126,-80.1606097
MLS Listing,,Single Family Residential,1612 SW 17th Ave,Fort Lauderdale,FL,33312,1599000,3,2.5,BOSSERT ISLES,2488,10752,1969,92,643,,Active,,,https://www.redfin.com/FL/Fort-Lauderdale/1612-SW-17th-Ave-33312/home/41810712,MARMLS,A11330979,N,Y,26.1006589,-80.163318
MLS Listing,,Multi-Family (2-4 Unit),3621 SW 12th Ct,Fort Lauderdale,FL,33312,375000,2,2.0,Brysa Park 8-45 B,1010,,1954,95,371,,Active,,,https://www.redfin.com/FL/Fort-Lauderdale/3621-SW-12th-Ct-33312/home/41815305,Beaches MLS,F10364075,N,Y,26.1062225,-80.1964261
MLS Listing,,Single Family Residential,2833 SW 4th Ct,Fort Lauderdale,FL,33312,539000,4,2.0,MIDLAND 1ST ADD,1849,6000,1967,96,292,,Active,,,https://www.redfin.com/FL/Fort-Lauderdale/2833-SW-4th-Ct-33312/home/41794706,MARMLS,A11327679,N,Y,26.1167134,-80.181333
MLS Listing,,Single Family Residential,1407 SW 5th Ct,Fort Lauderdale,FL,33312,3985000,5,4.0,RIVERSIDE ADD AMENT PLAT,4810,22808,2023,96,828,,Active,,,https://www.redfin.com/FL/Fort-Lauderdale/1407-Sw-5th-Ct-33312/home/41797678,MARMLS,A11328662,N,Y,26.1155464,-80.1599738
MLS Listing,,Single Family Residential,1037 Park Dr,Fort Lauderdale,FL,33312,439900,4,2.0,Parkwood Sec OF Melrose Park,1476,7649,1958,96,298,,Active,,,https://www.redfin.com/FL/Fort-Lauderdale/1037-Park-Dr-33312/home/41796325,Beaches MLS,RX-10858813,N,Y,26.1090997,-80.187136
MLS Listing,,Single Family Residential,1708 SW 5th St,Fort Lauderdale,FL,33312,1240000,3,2.0,Gill Isles 44-13 B,1487,6825,1957,97,834,,Active,,,https://www.redfin.com/FL/Fort-Lauderdale/1708-SW-5th-St-33312/home/41800615,Beaches MLS,F10359699,N,Y,26.1162141,-80.1641829
MLS Listing,,Single Family Residential,4950 Windward Way,Dania Beach,FL,33312,399000,3,3.0,VILLAS AT HARBOR ISLES CO,1382,,2004,99,289,330,Active,,,https://www.redfin.com/FL/Fort-Lauderdale/4950-Windward-Way-33312/home/182963628,MARMLS,A11305754,N,Y,26.060293,-80.1710499
MLS Listing,,Single Family Residential,2411 SW 29th Way,Fort Lauderdale,FL,33312,1100000,4,3.5,17-50-42 & 20-50-42,2216,10828,1974,100,496,83,Active,,,https://www.redfin.com/FL/Fort-Lauderdale/2411-SW-29th-Way-33312/home/41812950,Beaches MLS,F10363515,N,Y,26.0921118,-80.1829294
MLS Listing,,Single Family Residential,1524 SW 5th Ct,Fort Lauderdale,FL,33312,900000,3,2.0,GILL ISLES,1560,7475,1957,101,577,,Active,,,https://www.redfin.com/FL/Fort-Lauderdale/1524-SW-5th-Ct-33312/home/41795120,MARMLS,A11320397,N,Y,26.1152535,-80.1619476
MLS Listing,,Single Family Residential,2512 Gulfstream Ln,Fort Lauderdale,FL,33312,1110000,4,2.0,LAUDERDALE ISLES NO 2,1412,7150,1956,102,786,,Active,,,https://www.redfin.com/FL/Fort-Lauderdale/2512-Gulfstream-Ln-33312/home/41814241,MARMLS,A11325840,N,Y,26.089727,-80.192355
MLS Listing,,Single Family Residential,5550 Woodland Ln,Dania Beach,FL,33312,1445000,4,3.0,REED LAND CO,3090,35476,1983,104,468,,Active,,,https://www.redfin.com/FL/Fort-Lauderdale/5550-Woodland-Ln-33312/home/41819167,MARMLS,A11321931,N,Y,26.0524967,-80.1970523
MLS Listing,,Townhouse,1516 SW 4th Ave #1516,Fort Lauderdale,FL,33315,895000,3,2.5,Lauderdale,,,2022,104,,,Active,,,https://www.redfin.com/FL/Fort-Lauderdale/1516-SW-4th-St-33312/unit-1516/home/184089275,Beaches MLS,F10362836,N,Y,26.1182376,-80.1625759
MLS Listing,,Single Family Residential,5605 Brookfield Cir E,Hollywood,FL,33312,2195000,4,4.0,PRESERVE AT EMERALD HILLS,3100,7666,2021,104,708,682,Active,,,https://www.redfin.com/FL/Fort-Lauderdale/5605-Brookfield-Cir-E-33312/home/63058875,MARMLS,A11324605,N,Y,26.0510059,-80.1912271
MLS Listing,,Single Family Residential,1443 SW 5th Ct,Fort Lauderdale,FL,33312,1680000,3,2.0,Riverside Add Amd 1-13 B,2085,10075,1931,107,806,,Active,,,https://www.redfin.com/FL/Fort-Lauderdale/1443-SW-5th-Ct-33312/home/41798204,Beaches MLS,F10362130,N,Y,26.1149209,-80.1610431
MLS Listing,,Single Family Residential,1617 SW 17th Ave,Fort Lauderdale,FL,33312,2495000,5,3.0,BOSSERT ISLES,2500,7949,1975,113,998,,Active,,,https://www.redfin.com/FL/Fort-Lauderdale/1617-SW-17th-Ave-33312/home/41809698,MARMLS,A11314092,N,Y,26.100472,-80.1638118
MLS Listing,,Single Family Residential,1431 SW 5th Ct,Fort Lauderdale,FL,33312,1550000,3,3.0,Riverside Add Amd 1-13 B,15228,15228,1941,114,102,,Active,,,https://www.redfin.com/FL/Fort-Lauderdale/1431-SW-5th-Ct-33312/home/41796220,Beaches MLS,F10361641,N,Y,26.1147633,-80.1604108
MLS Listing,,Mobile/Manufactured Home,2750 SW 54th St,Fort Lauderdale,FL,33312,270000,3,2.0,Ravenswood Estates,1670,3810,1973,115,162,100,Active,,,https://www.redfin.com/FL/Fort-Lauderdale/2750-SW-54th-St-33312/home/41816864,Beaches MLS,F10361264,N,Y,26.0546169,-80.1771706
MLS Listing,,Multi-Family (2-4 Unit),813 Middle St,Fort Lauderdale,FL,33312,1200000,3,3.0,Bryan Sub Of Blk 21 Ft La,1950,,1972,116,615,,Active,,,https://www.redfin.com/FL/Fort-Lauderdale/813-SW-2nd-Ct-33312/home/183596251,Beaches MLS,F10361467,N,Y,26.1197482,-80.1525167
MLS Listing,,Single Family Residential,671 SW 28th Way,Fort Lauderdale,FL,33312,440000,4,2.0,PARK PLAZA,1405,8116,1976,118,313,,Active,,,https://www.redfin.com/FL/Fort-Lauderdale/671-SW-28th-Way-33312/home/41795528,MARMLS,A11319546,N,Y,26.1123048,-80.1805536
MLS Listing,,Single Family Residential,2060 SW 16th Ct,Fort Lauderdale,FL,33312,1800000,4,3.0,STARLIGHT LANDING,3714,42745,1965,122,485,,Active,,,https://www.redfin.com/FL/Fort-Lauderdale/2060-SW-16th-Ct-33312/home/41810256,MARMLS,A11318872,N,Y,26.0989265,-80.1679976
MLS Listing,,Single Family Residential,4541 SW 26th Ter,Dania Beach,FL,33312,790000,3,2.0,MARSHALLS EVERGLADES,1344,5396,2020,128,588,,Active,,,https://www.redfin.com/FL/Fort-Lauderdale/4541-SW-26th-Ter-33312/home/42008511,MARMLS,A11316754,N,Y,26.0655197,-80.1761471
MLS Listing,,Single Family Residential,2619 Marathon Ln,Fort Lauderdale,FL,33312,1150000,4,2.0,LAUDERDALE ISLES NO 2-BLK,1994,7150,1961,128,577,,Active,,,https://www.redfin.com/FL/Fort-Lauderdale/2619-Marathon-Ln-33312/home/41813124,MARMLS,A11316265,N,Y,26.0878828,-80.1948348
MLS Listing,,Single Family Residential,1812 SW 9th St,Fort Lauderdale,FL,33312,799000,3,3.0,RIVERSIDE PARK,1126,6050,1959,129,710,,Active,,,https://www.redfin.com/FL/Fort-Lauderdale/1812-SW-9th-St-33312/home/41799889,MARMLS,A11316229,N,Y,26.1106172,-80.1655908
MLS Listing,,Single Family Residential,1010 Atkinson Ave,Fort Lauderdale,FL,33312,475000,5,2.0,Melrose Park Sec 7,2331,7999,1956,129,204,,Active,,,https://www.redfin.com/FL/Fort-Lauderdale/1010-Atkinson-Ave-33312/home/41793982,Beaches MLS,F10355154,N,Y,26.1089587,-80.1988629
MLS Listing,,Single Family Residential,3830 SW 51st St,Hollywood,FL,33312,829000,4,2.5,MAPLE RIDGE,2162,3600,2003,130,383,159,Active,,,https://www.redfin.com/FL/Fort-Lauderdale/3830-SW-51st-St-33312/home/42003616,MARMLS,A11315838,N,Y,26.0588688,-80.1980111
MLS Listing,,Single Family Residential,,Fort Lauderdale,FL,33312,1399000,3,2.0,,1624,11000,1956,133,861,,Active,,,https://www.redfin.com/FL/Fort-Lauderdale/Undisclosed-address-33312/home/41815315,MARMLS,A11311938,N,Y,26.0877044,-80.1923231
MLS Listing,,Single Family Residential,2698 SW 30th Ter,Fort Lauderdale,FL,33312,2300000,3,3.5,Riverland Manors 27-49 B,2433,15867,1951,135,945,,Active,,,https://www.redfin.com/FL/Fort-Lauderdale/2698-SW-30th-Ter-33312/home/41810893,Beaches MLS,F10359580,N,Y,26.088169,-80.184553
MLS Listing,,Condo/Co-op,600 W Las Olas Blvd Unit 1601S,Fort Lauderdale,FL,33312,570000,2,2.0,SYMPHONY SOUTH CONDO,1000,,2005,139,570,1842,Active,,,https://www.redfin.com/FL/Fort-Lauderdale/600-W-Las-Olas-Blvd-33312/unit-1601S/home/42042910,MARMLS,A11298999,N,Y,26.1182897,-80.1491649
MLS Listing,,Condo/Co-op,2300 Coral Reef Ct #4701,Dania Beach,FL,33312,378000,3,2.5,VILLAS AT HARBOR ISLES CO,1396,,2004,144,271,330,Active,,,https://www.redfin.com/FL/Fort-Lauderdale/2300-Coral-Reef-Ct-33312/unit-4701/home/42026897,MARMLS,A11309336,N,Y,26.062131,-80.171985
MLS Listing,,Condo/Co-op,610 W Las Olas Blvd #921,Fort Lauderdale,FL,33312,580000,2,2.0,Symphony,1036,,2005,146,560,887,Active,,,https://www.redfin.com/FL/Fort-Lauderdale/610-W-Las-Olas-Blvd-33312/unit-921/home/178675562,Beaches MLS,F10358105,N,Y,26.1184508,-80.1488986
MLS Listing,,Single Family Residential,1320 SW 14 Ave,Fort Lauderdale,FL,33312,1999000,4,3.0,Shady Banks,2484,16837,1963,154,805,,Active,,,https://www.redfin.com/FL/Fort-Lauderdale/1320-SW-14th-Ave-33312/home/41808161,Beaches MLS,F10357273,N,Y,26.1049071,-80.1602582
MLS Listing,,Single Family Residential,5704 W Ashwood,Fort Lauderdale,FL,33312,2245000,5,4.5,Preserve at Emerald Hills,4056,9371,2024,157,554,550,Active,,,https://www.redfin.com/FL/Fort-Lauderdale/5704-Ashwood-Cir-W-33312/home/63058861,MARMLS,A11304285,N,Y,26.0505118,-80.1939241
MLS Listing,,Single Family Residential,1100 SW 14th Ter,Fort Lauderdale,FL,33312,3300000,4,3.0,Grimm-miller Addition,3096,31773,1978,160,1066,,Active,,,https://www.redfin.com/FL/Fort-Lauderdale/1100-SW-14th-Ter-33312/home/41794854,Beaches MLS,F10356272,N,Y,26.1088156,-80.159985
MLS Listing,,Single Family Residential,1524 Argyle Dr,Fort Lauderdale,FL,33312,2850000,6,7.0,n/a,4022,8602,1995,168,709,,Active,,,https://www.redfin.com/FL/Fort-Lauderdale/1524-Argyle-Dr-33312/home/41796051,MARMLS,A11299178,N,Y,26.1197095,-80.1626946
MLS Listing,,Vacant Land,3463 Griffin Rd,Dania Beach,FL,33312,4180000,,,DAVIS ISLES,,50883,,170,,,Active,,,https://www.redfin.com/FL/Fort-Lauderdale/3463-Griffin-Rd-33312/home/45480840,MARMLS,A11298459,N,Y,26.0627745,-80.1917892
MLS Listing,,Single Family Residential,5920 SW 33rd Ln,Hollywood,FL,33312,2200000,5,5.0,Oak Point,3000,14687,1984,171,733,505,Active,,,https://www.redfin.com/FL/Fort-Lauderdale/5920-SW-33rd-Ln-33312/home/41814802,Beaches MLS,F10355194,N,Y,26.0475519,-80.1898822
MLS Listing,,Mobile/Manufactured Home,2936 W Marina Dr,Dania,FL,33312,189000,2,2.0,Ravenswood Estates & Mari,832,,1973,172,227,100,Active,,,https://www.redfin.com/FL/Fort-Lauderdale/2936-W-Marina-Dr-33312/home/41817793,Beaches MLS,F10354660,N,Y,26.0513321,-80.1815912
MLS Listing,,Single Family Residential,5240 SW 33way,Hollywood,FL,33312,1299000,5,3.0,Banyan Oakridge Plat,3199,,1996,172,406,134,Active,,,https://www.redfin.com/FL/Fort-Lauderdale/5240-SW-33rd-Way-33312/home/41816099,Beaches MLS,F10354535,N,Y,26.0578129,-80.1901204
MLS Listing,,Single Family Residential,4541 SW 28th Ter,Dania Beach,FL,33312,599000,3,2.0,R Y K HOMESITES,1376,7667,1984,173,435,,Active,,,https://www.redfin.com/FL/Fort-Lauderdale/4541-SW-28th-Ter-33312/home/41818235,MARMLS,A11297035,N,Y,26.0654264,-80.1797328
MLS Listing,,Condo/Co-op,610 W Las Olas Blvd Unit 715N,Fort Lauderdale,FL,33312,629000,2,2.0,Symphony North,1079,,2005,178,583,925,Active,,,https://www.redfin.com/FL/Fort-Lauderdale/610-W-Las-Olas-Blvd-33312/unit-715N/home/42045951,Beaches MLS,F10353532,N,Y,26.1184508,-80.1488986
MLS Listing,,Single Family Residential,204 SW 24th Ave,Fort Lauderdale,FL,33312,300000,2,1.0,WOODLAND PARK AMD PLAT,800,8827,1959,181,375,,Active,,,https://www.redfin.com/FL/Fort-Lauderdale/204-SW-24th-Ave-33312/home/41794638,MARMLS,A11283567,N,Y,26.1181903,-80.1736955
MLS Listing,,Vacant Land,3671 Davie Blvd,Fort Lauderdale,FL,33312,1500,,,BRYSA PARK EXT,,11340,,181,,,Active,,,https://www.redfin.com/FL/Fort-Lauderdale/3671-Davie-Blvd-33312/home/182464207,MARMLS,A11292720,N,Y,26.104805,-80.1968412
MLS Listing,,Mobile/Manufactured Home,2116 SW 52nd St,Dania Beach,FL,33312,229000,2,2.0,RAVENSWOOD ESTATES & MARI,1000,3360,1980,192,229,60,Active,,,https://www.redfin.com/FL/Fort-Lauderdale/2116-SW-52nd-St-33312/home/41818614,MARMLS,A11281625,N,Y,26.057506,-80.168852
MLS Listing,,Single Family Residential,2425 Whale Harbor Ln,Fort Lauderdale,FL,33312,689000,2,2.0,Lauderdale Isles 2-blk 12,2166,8250,1957,205,318,,Active,,,https://www.redfin.com/FL/Fort-Lauderdale/2425-Whale-Harbor-Ln-33312/home/41812973,Beaches MLS,F10347469,N,Y,26.0906359,-80.1999257
MLS Listing,,Single Family Residential,4896 SW 28th Ter,Dania Beach,FL,33312,479000,3,2.0,JACARANDA HEIGHTS,979,8106,1953,206,489,,Active,,,https://www.redfin.com/FL/Fort-Lauderdale/4896-SW-28th-Ter-33312/home/41819437,MARMLS,A11281984,N,Y,26.0612854,-80.1787243
MLS Listing,,Single Family Residential,1736 SW 4th St,Fort Lauderdale,FL,33312,789900,3,2.0,SANFORD D ADLER SUB,1425,11440,1972,229,554,,Active,,,https://www.redfin.com/FL/Fort-Lauderdale/1736-SW-4th-St-33312/home/41800267,MARMLS,A11268321,N,Y,26.117829,-80.164648
MLS Listing,,Single Family Residential,811 SW 4th Pl,Fort Lauderdale,FL,33312,689000,,,Bryan Place,7650,7650,,240,90,,Active,,,https://www.redfin.com/FL/Fort-Lauderdale/811-Bryan-Pl-33312/home/114030616,Beaches MLS,F10346182,N,Y,26.1166831,-80.1524309
MLS Listing,,Single Family Residential,1714 W Las Olas Blvd,Fort Lauderdale,FL,33312,1590000,3,2.0,RIVER VISTA,1267,6546,1957,242,1255,,Active,,,https://www.redfin.com/FL/Fort-Lauderdale/1714-W-Las-Olas-Blvd-33312/home/41796241,MARMLS,A11261506,N,Y,26.1188566,-80.1634702
MLS Listing,,Single Family Residential,2281 SW 26th Ave,Fort Lauderdale,FL,33312,4650000,5,5.5,Palm Grove Acres 30-38 B,5300,17685,2022,254,877,,Active,,,https://www.redfin.com/FL/Fort-Lauderdale/2281-SW-26th-Ave-33312/home/41814926,Beaches MLS,F10339324,N,Y,26.0938704,-80.1762377
MLS Listing,,Vacant Land,1430 Davie Blvd,Fort Lauderdale,FL,33312,999000,,,SOUTH FORK ESTS,,14114,,254,,,Active,,,https://www.redfin.com/FL/Fort-Lauderdale/1430-Davie-Blvd-33312/home/41809432,MARMLS,A11252870,N,Y,26.1069175,-80.1608246
MLS Listing,,Vacant Land,15 SW Ave,Fort Lauderdale,FL,33312,699000,,,SHADY BANKS,,8814,,254,,,Active,,,https://www.redfin.com/FL/Fort-Lauderdale/15-SW-Ave-33312/home/181031006,MARMLS,A11252854,N,Y,26.0898957,-80.1819268
MLS Listing,,Vacant Land,3841 Griffin Rd,Dania Beach,FL,33312,3000000,,,DAVIS ISLES RESUB OF SEC,,33547,,278,,,Active,,,https://www.redfin.com/FL/Fort-Lauderdale/3841-Griffin-Rd-33312/home/180584262,MARMLS,A11242856,N,Y,26.0631111,-80.1972266
MLS Listing,,Single Family Residential,737 SW 14th Ave,Fort Lauderdale,FL,33312,939000,2,3.0,Riverside Add Amen Plat,1769,13675,1958,280,531,,Active,,,https://www.redfin.com/FL/Fort-Lauderdale/737-SW-14th-Ave-33312/home/41794200,Beaches MLS,F10337381,N,Y,26.1116723,-80.159825
MLS Listing,,Single Family Residential,1611 SW 30th Ave,Fort Lauderdale,FL,33312,329000,0,,Chula Vista,,7562,2022,284,,,Active,,,https://www.redfin.com/FL/Fort-Lauderdale/1611-Sw-30th-Ave-33312/home/114030645,MARMLS,A11240625,N,Y,26.1009058,-80.1844876
MLS Listing,,Single Family Residential,5128 SW 32nd Ave,Hollywood,FL,33312,1295000,5,5.0,Banyan Oakridge,3698,11070,1997,293,350,135,Active,,,https://www.redfin.com/FL/Fort-Lauderdale/5128-SW-32nd-Ave-33312/home/41815973,Beaches MLS,F10334077,N,Y,26.0584487,-80.1865107
MLS Listing,,Vacant Land,2151 Davie Blvd,Fort Lauderdale,FL,33312,950000,,,BRENDALE HEIGHTS,,12722,,300,,,Active,,,https://www.redfin.com/FL/Fort-Lauderdale/2151-Davie-Blvd-33312/home/169389811,MARMLS,A11229088,N,Y,26.107116,-80.171833
MLS Listing,,Single Family Residential,2424 Sugar Loaf Ln,Fort Lauderdale,FL,33312,1299680,3,2.5,Lauderdale Isles,2178,,1956,306,597,,Active,,,https://www.redfin.com/FL/Fort-Lauderdale/2424-Sugarloaf-Ln-33312/home/41816703,Beaches MLS,RX-10810326,N,Y,26.090813,-80.1974
MLS Listing,,Vacant Land,4400 SW 27th Ave,Dania Beach,FL,33312,1260000,,,MARSHALLS EVERGLADE SUB,,19584,,312,,,Active,,,https://www.redfin.com/FL/Fort-Lauderdale/4400-SW-27th-Ave-33312/home/41817498,MARMLS,A11221817,N,Y,26.0675623,-80.1764121
MLS Listing,,Single Family Residential,2481 Andros Ln,Fort Lauderdale,FL,33312,1150000,3,2.0,Lauderdale Isles 2 33-20,1600,6600,1954,314,719,,Active,,,https://www.redfin.com/FL/Fort-Lauderdale/2481-Andros-Ln-33312/home/41813366,Beaches MLS,F10335278,N,Y,26.0892675,-80.187738
